STATION,STATION_NAME,DATE,TAVG,TMAX,TMIN,TOBS
GHCND:USS0012M26S,AGUA CANYON UT US,20131113,43,51,36,36
GHCND:USS0012M26S,AGUA CANYON UT US,20131114,40,53,31,37
GHCND:USS0012M26S,AGUA CANYON UT US,20131115,35,46,27,32
GHCND:USS0012M26S,AGUA CANYON UT US,20131116,33,38,31,31
GHCND:USS0012M26S,AGUA CANYON UT US,20131117,36,48,29,36
GHCND:USS0012M26S,AGUA CANYON UT US,20131118,38,50,33,36
GHCND:USS0012M26S,AGUA CANYON UT US,20131119,36,46,31,32
GHCND:USS0012M26S,AGUA CANYON UT US,20131120,33,36,30,32
GHCND:USS0012M26S,AGUA CANYON UT US,20131121,33,42,30,30
GHCND:USS0012M26S,AGUA CANYON UT US,20131122,28,31,25,28
GHCND:USS0012M26S,AGUA CANYON UT US,20131123,28,30,27,27
GHCND:USS0012M26S,AGUA CANYON UT US,20131124,29,38,26,26
GHCND:USS0012M26S,AGUA CANYON UT US,20131125,29,39,22,29
GHCND:USS0012M26S,AGUA CANYON UT US,20131126,34,47,28,31
GHCND:USS0012M26S,AGUA CANYON UT US,20131127,31,36,28,28
GHCND:USS0012M26S,AGUA CANYON UT US,20131128,30,36,24,30
GHCND:USS0012M26S,AGUA CANYON UT US,20131129,32,39,27,31
GHCND:USS0012M26S,AGUA CANYON UT US,20131130,33,42,26,31
GHCND:USS0012M26S,AGUA CANYON UT US,20131201,37,51,28,38
GHCND:USS0012M26S,AGUA CANYON UT US,20131202,39,48,34,35
GHCND:USS0012M26S,AGUA CANYON UT US,20131203,30,35,13,13
GHCND:USS0012M26S,AGUA CANYON UT US,20131204,7,14,-1,3
GHCND:USS0012M26S,AGUA CANYON UT US,20131205,7,20,-1,0
GHCND:USS0012M26S,AGUA CANYON UT US,20131206,12,25,-3,13
GHCND:USS0012M26S,AGUA CANYON UT US,20131207,14,19,8,8
GHCND:USS0012M26S,AGUA CANYON UT US,20131208,5,17,-2,2
GHCND:USS0012M26S,AGUA CANYON UT US,20131209,8,22,-5,18
GHCND:USS0012M26S,AGUA CANYON UT US,20131210,28,42,16,24
GHCND:USS0012M26S,AGUA CANYON UT US,20131211,26,34,21,27
GHCND:USS0012M26S,AGUA CANYON UT US,20131212,31,37,26,31
GHCND:USS0012M26S,AGUA CANYON UT US,20131213,27,35,16,17
GHCND:USS0012M26S,AGUA CANYON UT US,20131214,25,37,15,33
GHCND:USS0012M26S,AGUA CANYON UT US,20131215,38,47,31,37
GHCND:USS0012M26S,AGUA CANYON UT US,20131216,41,52,35,37
GHCND:USS0012M26S,AGUA CANYON UT US,20131217,41,52,35,41
GHCND:USS0012M26S,AGUA CANYON UT US,20131218,41,48,34,35
GHCND:USS0012M26S,AGUA CANYON UT US,20131219,30,38,24,24
GHCND:USS0012M26S,AGUA CANYON UT US,20131220,21,27,14,22
GHCND:USS0012M26S,AGUA CANYON UT US,20131221,24,29,18,19
GHCND:USS0012M26S,AGUA CANYON UT US,20131222,24,31,16,26
GHCND:USS0012M26S,AGUA CANYON UT US,20131223,32,44,24,36
GHCND:USS0012M26S,AGUA CANYON UT US,20131224,33,43,22,23
GHCND:USS0012M26S,AGUA CANYON UT US,20131225,30,42,21,32
GHCND:USS0012M26S,AGUA CANYON UT US,20131226,36,45,29,33
GHCND:USS0012M26S,AGUA CANYON UT US,20131227,39,50,33,36
GHCND:USS0012M26S,AGUA CANYON UT US,20131228,33,43,18,18
GHCND:USS0012M26S,AGUA CANYON UT US,20131229,24,39,14,28
GHCND:USS0012M26S,AGUA CANYON UT US,20131230,35,46,28,34
GHCND:USS0012M26S,AGUA CANYON UT US,20131231,39,53,33,33
